,M1,M2,M3,M4
M1,0.8846175074577332,0.8841955065727234,0.8838406801223755,0.8824151754379272
M2,0.9353914856910706,0.938111424446106,0.9356421828269958,0.9395257830619812
M3,0.9411608576774597,0.9412762522697449,0.9401612877845764,0.9398204684257507
M4,0.9185855388641357,0.9144946932792664,0.9141354560852051,0.9154417514801025
