,default-default,default-small,default-large,small-default,small-small,small-large,large-default,large-small,large-large
0,tensor(0.2343),tensor(0.5266),tensor(0.2960),tensor(0.6131),tensor(0.1700),tensor(0.7301),tensor(0.3235),tensor(0.6808),tensor(0.2673)
