,M1,M2,M3,M4
M1,0.46751511096954346,0.5279415845870972,0.5072956681251526,0.4836101233959198
M2,0.5864529013633728,0.4411994218826294,0.5180708765983582,0.48168015480041504
M3,0.569083571434021,0.5203802585601807,0.4655696451663971,0.4864610731601715
M4,0.5438345074653625,0.5311880707740784,0.5166444182395935,0.40966734290122986
