,M1,M2,M3,M4
M1,0.8845000863075256,0.884078860282898,0.8837250471115112,0.8822977542877197
M2,0.93528813123703,0.9380085468292236,0.9355388879776001,0.9394229054450989
M3,0.9411268830299377,0.9412424564361572,0.9401273727416992,0.9397865533828735
M4,0.9185463786125183,0.9144554734230042,0.9140964150428772,0.9154025316238403
