,M1,M2,M3,M4
M1,0.013066422194242477,0.013028416782617569,0.013019571080803871,0.012928908690810204
M2,0.011392013169825077,0.01161280833184719,0.011677349917590618,0.011430138722062111
M3,0.012607219628989697,0.01233598031103611,0.01254502683877945,0.012171868234872818
M4,0.010537514463067055,0.010579338297247887,0.010740960948169231,0.010579755529761314
