,M1,M2,M3,M4
M1,0.0013450472615659237,0.004147263243794441,0.003948708064854145,0.004179139621555805
M2,0.004147263243794441,0.0015136946458369493,0.004319735337048769,0.004457623232156038
M3,0.003948708064854145,0.004319735337048769,0.001398384920321405,0.004329883959144354
M4,0.004179139621555805,0.004457623232156038,0.004329883959144354,0.0015572207048535347
