,M1,M2,M3,M4
M1,0.0001165305293397978,0.00011664629710139707,0.00011561671999515966,0.0001174474018625915
M2,0.00010333771933801472,0.0001038889677147381,0.00010329586802981794,0.00010286793985869735
M3,3.395519161131233e-05,3.381616261322051e-05,3.384632873348892e-05,3.389259654795751e-05
M4,3.914813351002522e-05,3.919324080925435e-05,3.906052734237164e-05,3.923508484149352e-05
